거래금액,아파트,월,일,전용면적,층
9,500,욱일,6,7,68.03,7
9,100,전원그린맨션B동,6,7,59.64,2
29,200,이진캐스빌블루2차,6,7,68.6835,4
9,800,원남빌라,6,16,75.93,1
10,500,문화그린맨션,6,16,59.91,2
41,400,이진캐스빌블루1차,6,17,84.9005,9
18,500,부전타워,6,19,83.61,11
15,450,태영,6,19,59.75,8
37,400,이진캐스빌블루1차,6,27,84.9005,6
13,800,부전타워,6,27,59.38,9
35,000,이진캐스빌블루1차,6,29,84.9005,6
21,500,서부주공,6,7,59.92,10
12,000,이진테마빌,6,10,48.598,13
11,200,이진테마빌,6,21,48.598,19
18,500,이진캐스빌,6,13,59.91,9
17,800,이진캐스빌,6,14,59.91,4
11,000,테마하이츠빌,6,20,76.64,5
16,500,이진캐스빌,6,30,49.2,19
11,200,씨앤스타빌,6,8,49.96,3
11,800,씨앤스타빌,6,8,49.96,14
14,000,청강주공,6,13,39.99,1
31,000,경보그랜드비치,6,3,59.9295,18
47,800,동부산관광단지삼정그린코아더베스트,6,27,84.9887,5
30,000,정관가화만사성더테라스1차,6,1,60.1758,4
24,550,정관가화만사성더테라스1차,6,2,60.1758,2
26,000,정관가화만사성더테라스1차,6,5,60.1758,4
30,500,정관가화만사성더테라스2차,6,7,60.1758,5
19,500,가화만사성정관타운,6,10,59.9193,8
26,000,정관가화만사성더테라스1차,6,10,60.1758,2
18,000,가화만사성정관타운,6,17,59.9193,6
26,000,부산정관지구이지더원5차아파트,6,20,68.414,7
19,000,가화만사성정관타운,6,29,59.9437,4
35,500,정관2차동원로얄듀크,6,3,84.999,3
35,800,정관2차동원로얄듀크,6,14,84.9993,9
34,500,정관2차동원로얄듀크,6,17,84.999,2
27,500,정관2차동원로얄듀크,6,18,59.997,19
38,000,정관2차동원로얄듀크,6,23,84.999,8
29,300,정관센트럴파크,6,14,84.41,13
29,900,정관1차동원로얄듀크,6,17,79.6089,3
32,500,두산위브더테라스,6,23,84.868,3
56,000,두산위브더테라스,6,26,84.994,5
11,900,대우아파트,6,26,49.86,2
29,500,정관1차동원로얄듀크,6,29,79.6526,13
31,000,정관1차동원로얄듀크,6,30,79.6089,9
26,700,이지더원3차,6,1,74.1653,2
22,000,이지더원,6,5,59.8832,18
20,800,이지더원2차,6,5,59.8935,11
20,500,이지더원2차,6,5,59.8935,18
20,750,이지더원2차,6,6,59.9984,12
32,800,동일스위트3차,6,8,100.7622,2
29,000,이지더원3차,6,10,74.1653,14
29,200,정관동일스위트2차,6,10,84.9803,5
19,900,이지더원2차,6,12,59.8935,8
26,500,이지더원3차,6,13,65.6536,15
22,000,동일스위트3차,6,14,65.9397,15
30,800,이지더원3차,6,15,84.97,11
17,000,정관동일스위트2차,6,16,59.9337,11
29,500,이지더원2차,6,17,84.9644,18
28,900,동일스위트3차,6,17,84.9174,15
20,600,이지더원2차,6,21,59.9984,15
24,300,이지더원,6,21,84.8834,5
18,000,정관동일스위트2차,6,21,59.9337,13
32,500,정관현진에버빌,6,22,84.988,15
29,500,정관동일스위트2차,6,23,84.9864,10
32,300,이지더원3차,6,23,84.97,15
35,800,정관현진에버빌,6,29,116.024,7
29,500,정관동일스위트2차,6,29,84.9864,10
17,700,이지더원,6,30,59.8832,11
22,500,정관양우내안愛,6,3,59.8986,6
30,800,정관동일스위트1차,6,5,84.8734,17
30,500,정관동일스위트1차,6,6,84.9971,20
21,500,정관동일스위트1차,6,8,59.6502,12
37,400,정관신동아파밀리에,6,9,107.83,13
35,000,정관이진캐스빌2차,6,9,84.9026,8
25,250,정관동일스위트1차,6,9,59.8302,13
28,000,정관동일스위트1차,6,11,84.8734,9
30,000,정관동일스위트1차,6,13,84.8734,14
27,000,정관이진캐스빌2차,6,14,59.9268,7
50,500,정관협성르네상스타운,6,15,126.2039,11
50,000,정관신동아파밀리에,6,15,140.11,5
52,500,정관신도시계룡리슈빌,6,16,103.41,19
23,000,정관양우내안愛,6,16,59.9527,15
44,000,정관신도시한진해모로,6,17,109.3076,3
22,750,정관동일스위트1차,6,19,59.8302,6
29,600,정관신도시롯데캐슬,6,23,84.85,10
22,000,정관양우내안愛,6,24,59.8986,12
20,000,정관양우내안愛,6,24,59.8986,10
22,500,정관양우내안愛,6,28,59.8986,9
34,000,이지더원1차오션포레,6,2,59.6231,8
44,000,일광대성베르힐,6,3,84.3874,12
53,000,일광자이푸르지오2단지,6,3,75.5544,26
53,000,일광자이푸르지오2단지,6,3,75.5544,26
57,000,일광자이푸르지오2단지,6,5,84.9062,11
50,000,일광대성베르힐,6,6,84.5535,17
48,000,일광한신더휴센트럴포레1단지,6,8,84.9371,8
33,000,이지더원1차오션포레,6,9,59.6231,2
33,300,이지더원1차오션포레,6,10,59.6181,20
37,000,이지더원1차오션포레,6,14,59.6231,15
71,000,일광신도시비스타동원1차,6,16,104.2061,6
49,000,e편한세상일광,6,19,84.9868,6
45,800,e편한세상일광,6,20,74.9791,14
46,000,e편한세상일광,6,22,74.9729,5
43,500,일광한신더휴센트럴포레2단지,6,23,75.9504,16
60,000,일광신도시비스타동원1차,6,29,96.1765,11
67,500,일광신도시비스타동원1차,6,29,104.2061,12
26,300,가화일광타워,6,3,59.8654,8
56,000,일광신도시비스타동원2차,6,5,96.1765,3
65,900,일광신도시비스타동원2차,6,6,96.1765,26
62,000,일광신도시비스타동원2차,6,9,96.1765,17
61,500,일광신도시비스타동원2차,6,11,96.1765,22
75,000,일광신도시비스타동원2차,6,13,104.206,14
75,000,일광신도시비스타동원2차,6,27,104.206,21
24,000,가화일광타워,6,29,59.8905,5
68,000,일광신도시비스타동원2차,6,30,104.206,17
16,700,한신,7,8,59.85,20
15,100,월드파크빌B동,7,9,75.54,4
18,400,이진스카이빌,7,10,59.97,5
32,500,부산기장포스코더샵,7,17,84.8258,17
16,800,한신,7,18,59.85,10
19,200,부전타워,7,4,83.61,11
9,800,원남빌라,7,13,75.93,1
12,450,전원그린맨션B동,7,17,59.64,4
48,000,이진캐스빌블루1차,7,17,134.6955,5
19,300,가화만사성,7,18,59.9869,20
9,500,전원그린맨션B동,7,19,58.12,2
15,000,태영,7,23,59.75,17
17,350,문화그린맨션,7,26,84.135,7
36,000,이진캐스빌블루1차,7,26,84.9436,16
36,500,이진캐스빌블루1차,7,28,84.9005,4
36,300,이진캐스빌블루1차,7,29,84.9753,6
21,900,서부주공,7,12,59.83,14
20,900,서부주공,7,13,59.83,8
21,100,서부주공,7,25,59.83,4
18,300,이진캐스빌,7,1,59.91,3
20,000,씨엘늘채움,7,5,78.0341,1
10,800,금강궁전,7,13,58.38,6
14,000,상마타운,7,21,84.9,12
21,500,씨엘늘채움,7,23,84.8274,1
17,900,우신네오빌,7,4,59.9882,16
18,000,우신네오빌,7,8,59.9882,9
19,400,우신네오빌,7,12,59.9882,14
11,800,씨앤스타빌,7,22,49.96,14
31,700,청강리더스빌,7,25,81.2138,14
40,500,동부산관광단지삼정그린코아더베스트,7,3,79.9832,2
50,000,동부산관광단지삼정그린코아더베스트,7,4,79.9755,8
44,000,동부산관광단지삼정그린코아더베스트,7,13,79.9832,5
41,900,동부산관광단지삼정그린코아더베스트,7,14,84.9887,3
45,000,동부산관광단지삼정그린코아더베스트,7,14,79.9832,5
45,000,동부산관광단지삼정그린코아더베스트,7,30,84.9887,4
43,000,동부산관광단지삼정그린코아더베스트,7,31,84.9887,2
4,400,명례솔터시티,7,18,23.88,5
35,600,정관가화만사성더테라스1차,7,8,106.0011,1
21,900,부산정관지구이지더원5차아파트,7,8,68.414,9
29,200,정관가화만사성더테라스1차,7,17,60.1758,5
28,000,서희스타힐스,7,19,84.59,5
18,600,가화만사성정관타운,7,21,59.9567,8
22,500,부산정관지구이지더원5차아파트,7,26,68.414,5
21,000,부산정관지구이지더원5차아파트,7,31,68.414,7
37,600,정관2차동원로얄듀크,7,4,84.999,18
17,000,형진강변프라자,7,8,57.14,5
38,000,정관2차동원로얄듀크,7,15,84.999,5
21,000,정관1차동원로얄듀크,7,4,59.997,5
24,400,정관센트럴파크,7,5,84.53,1
7,700,성림,7,6,48.28,2
22,500,정관1차동원로얄듀크,7,25,59.997,11
20,300,정관센트럴파크,7,26,59.81,7
19,700,정관센트럴파크,7,27,59.83,15
27,000,정관1차동원로얄듀크,7,29,79.6526,18
31,000,동일스위트3차,7,1,84.9174,15
24,000,이지더원3차,7,2,65.6536,3
19,000,이지더원,7,2,59.8832,17
18,200,이지더원,7,3,59.8832,10
23,700,동일스위트3차,7,3,65.9876,5
63,500,정관롯데캐슬2차,7,4,149.6196,20
23,000,정관동일스위트2차,7,7,84.9864,17
30,500,이지더원3차,7,7,84.97,10
36,300,정관롯데캐슬2차,7,11,101.8124,18
36,800,동일스위트3차,7,12,100.7622,11
28,800,이지더원2차,7,13,84.9644,6
20,000,이지더원2차,7,14,59.9984,10
30,900,이지더원3차,7,15,84.97,10
28,500,정관현진에버빌,7,17,84.988,3
34,000,이지더원3차,7,18,84.97,5
21,770,정관동일스위트2차,7,18,59.9337,10
20,500,이지더원,7,21,59.8832,7
18,000,이지더원2차,7,28,59.9984,1
20,900,정관동일스위트2차,7,28,59.9337,6
31,200,이지더원3차,7,29,84.97,16
24,400,정관이진캐스빌2차,7,1,59.9268,4
40,800,이진캐스빌,7,4,84.9281,14
47,000,정관협성르네상스타운,7,5,126.2039,10
30,000,정관동일스위트1차,7,8,84.8734,18
42,000,정관신도시롯데캐슬,7,8,123.35,5
21,800,정관동일스위트1차,7,9,59.8245,16
38,900,정관협성르네상스타운,7,10,101.316,2
46,000,정관협성르네상스타운,7,14,116.8112,14
22,900,정관동일스위트1차,7,15,59.6502,9
39,000,정관신도시한진해모로,7,16,109.3076,2
42,400,이진캐스빌,7,17,84.9821,7
21,500,정관양우내안愛,7,18,59.8986,4
30,250,정관신도시롯데캐슬,7,20,84.85,5
41,000,이진캐스빌,7,22,84.9281,12
33,000,정관동일스위트1차,7,22,84.9923,11
41,000,이진캐스빌,7,22,84.9281,8
29,300,정관동일스위트1차,7,24,84.8734,14
30,000,정관동일스위트1차,7,24,84.9971,10
34,000,정관동일스위트1차,7,27,84.8734,11
31,000,정관동일스위트1차,7,27,84.8734,11
47,000,정관협성르네상스타운,7,28,116.8112,8
30,700,정관동일스위트1차,7,31,84.8734,6
42,700,일광대성베르힐,7,1,84.3874,7
45,800,일광대성베르힐,7,4,84.5535,12
44,800,일광대성베르힐,7,5,84.3874,6
53,000,일광자이푸르지오2단지,7,8,84.9849,4
42,500,일광한신더휴센트럴포레1단지,7,9,75.9504,13
58,000,일광자이푸르지오2단지,7,9,84.9718,17
55,000,일광자이푸르지오1단지,7,10,84.9849,16
44,800,일광대성베르힐,7,11,84.505,5
36,700,이지더원1차오션포레,7,12,59.6231,11
60,000,일광자이푸르지오2단지,7,13,84.9062,19
47,300,일광자이푸르지오1단지,7,16,75.5544,9
54,300,일광자이푸르지오1단지,7,20,84.9849,7
49,993,일광자이푸르지오2단지,7,20,84.9718,11
33,000,이지더원1차오션포레,7,22,59.6231,1
63,000,일광신도시비스타동원1차,7,22,96.1765,23
55,000,일광신도시비스타동원1차,7,24,96.1765,19
31,500,이지더원1차오션포레,7,25,59.6231,8
51,500,e편한세상일광,7,26,84.9868,5
40,000,일광한신더휴센트럴포레1단지,7,28,59.8167,4
44,700,일광대성베르힐,7,28,84.5535,9
59,900,일광자이푸르지오2단지,7,28,84.9062,25
52,800,e편한세상일광,7,31,79.9871,23
67,000,일광신도시비스타동원2차,7,2,104.206,5
57,000,일광신도시비스타동원2차,7,3,96.1765,3
75,000,일광신도시비스타동원2차,7,6,104.206,11
61,950,일광신도시비스타동원2차,7,9,96.1765,30
14,000,정도한스빌,7,11,54.858,7
27,000,가화일광타워,7,13,59.8905,15
26,000,가화일광타워,7,17,59.8654,17
68,500,일광신도시비스타동원2차,7,31,96.1765,11
32,500,고촌센트럴아파트,7,7,84.97,2
23,000,고촌엘에이치3단지아파트,7,14,74.78,4
16,500,한신,8,2,59.85,6
11,450,삼화펠리스힐아파트,8,3,73.8194,4
23,750,한신,8,4,84.985,15
17,000,한신,8,5,59.85,12
16,900,한신,8,5,59.85,7
24,400,한신,8,7,84.985,5
14,000,삼화펠리스힐아파트,8,10,73.8194,9
16,500,한신,8,17,59.85,11
29,400,한신,8,21,99.9,15
6,400,동호그린빌라,8,26,44.445,5
16,000,한신,8,26,59.85,11
31,500,부산기장포스코더샵,8,30,84.9056,5
23,000,한신,8,30,84.985,5
33,600,이진캐스빌블루1차,8,5,84.9436,2
17,000,가화만사성,8,7,53.4307,10
39,100,이진캐스빌블루1차,8,7,84.9005,12
24,000,경보이리스힐아파트,8,8,69.3133,7
23,000,성신목화,8,8,106.5,5
30,500,이진캐스빌블루1차,8,14,71.722,3
38,800,이진캐스빌블루1차,8,15,84.9005,16
17,000,부전타워,8,22,83.36,6
36,000,이진캐스빌블루1차,8,31,84.9753,9
13,900,이진테마빌,8,7,59.0604,12
11,450,이진테마빌,8,15,51.2689,6
13,500,이진테마빌,8,26,59.0604,5
15,000,모드니하이츠,8,1,50.9627,13
15,000,모드니하이츠,8,1,50.9627,13
11,200,센트럴파크7,8,11,82.18,2
21,000,기장에코하임6차,8,11,72.7963,5
18,400,이진캐스빌,8,16,59.91,19
20,800,씨엘늘채움,8,24,78.0341,12
25,000,월가아델리스,8,31,69.8359,9
13,000,청강주공,8,5,32.76,3
17,000,청강주공,8,14,39.99,5
13,900,청강주공,8,16,39.69,2
13,500,청강주공,8,16,39.99,1
17,000,비룡벨로스텔라,8,16,65.68,15
20,800,우신네오빌,8,28,59.9882,22
22,900,현대,8,30,59.95,12
29,500,경보그랜드비치,8,10,71.1388,10
45,500,동부산관광단지삼정그린코아더베스트,8,3,84.9887,4
43,500,동부산관광단지삼정그린코아더베스트,8,19,84.9887,3
17,000,서희스타힐스,8,4,59.95,9
17,400,가화만사성정관타운,8,5,59.9193,3
21,950,부산정관지구이지더원5차아파트,8,11,68.414,10
19,500,서희스타힐스,8,14,59.83,5
43,300,정관가화만사성더테라스1차,8,15,84.9623,4
40,000,정관가화만사성더테라스1차,8,31,84.9623,4
27,600,정관2차동원로얄듀크,8,12,59.997,16
26,500,정관2차동원로얄듀크,8,19,59.997,9
27,000,정관2차동원로얄듀크,8,20,59.997,20
26,000,정관2차동원로얄듀크,8,23,59.997,2
35,400,정관2차동원로얄듀크,8,25,84.9993,2
26,800,정관2차동원로얄듀크,8,26,59.997,6
42,000,정관2차동원로얄듀크,8,26,84.9993,20
20,500,정관1차동원로얄듀크,8,15,59.997,12
20,500,정관1차동원로얄듀크,8,15,59.997,12
20,500,정관1차동원로얄듀크,8,15,59.997,12
21,100,정관1차동원로얄듀크,8,16,59.997,16
21,000,정관센트럴파크,8,19,59.83,11
28,500,정관1차동원로얄듀크,8,21,79.6089,7
27,750,정관1차동원로얄듀크,8,25,79.6526,13
22,500,정관1차동원로얄듀크,8,27,59.997,13
29,500,정관1차동원로얄듀크,8,30,79.6089,1
25,600,동일스위트3차,8,3,65.9876,19
37,800,정관현진에버빌,8,4,116.024,7
19,900,정관동일스위트2차,8,5,59.9337,4
30,400,이지더원3차,8,8,84.97,7
30,800,이지더원3차,8,9,84.97,10
18,200,이지더원,8,9,59.8832,5
26,100,이지더원3차,8,11,65.6536,6
38,000,정관롯데캐슬2차,8,12,101.8124,17
25,700,정관동일스위트2차,8,12,78.5355,6
29,500,동일스위트3차,8,12,84.9174,16
26,800,동일스위트3차,8,12,75.5781,8
36,500,정관롯데캐슬2차,8,16,101.5883,13
31,000,동일스위트3차,8,16,84.9174,6
25,450,동일스위트3차,8,17,75.5781,10
19,300,정관동일스위트2차,8,17,59.9337,6
30,500,이지더원3차,8,18,84.97,7
22,000,이지더원2차,8,19,59.9984,18
34,500,정관롯데캐슬2차,8,19,101.8124,8
30,000,동일스위트3차,8,19,84.9174,18
37,000,동일스위트3차,8,22,100.2336,19
35,000,정관현진에버빌,8,23,84.981,14
18,700,이지더원,8,23,59.8832,9
26,900,이지더원,8,25,84.7808,13
35,000,동일스위트3차,8,26,100.7622,1
34,000,정관현진에버빌,8,26,84.988,5
33,500,정관현진에버빌,8,29,84.981,12
18,000,이지더원,8,29,59.8832,7
18,800,이지더원,8,30,59.8832,1
57,000,정관현진에버빌,8,31,166.186,12
25,500,이지더원,8,31,84.7808,17
42,000,정관협성르네상스타운,8,1,101.316,2
30,000,정관동일스위트1차,8,3,84.9971,4
36,500,정관신동아파밀리에,8,4,107.83,7
19,800,정관양우내안愛,8,5,59.8986,1
52,000,정관신도시한진해모로,8,5,147.1351,7
27,800,정관신도시롯데캐슬,8,5,84.9,4
45,500,정관신동아파밀리에,8,5,116.69,12
39,000,정관신동아파밀리에,8,8,116.69,4
33,500,정관동일스위트1차,8,8,84.9971,10
24,600,정관동일스위트1차,8,10,59.8302,7
47,500,정관신도시한진해모로,8,12,122.9131,9
20,000,정관양우내안愛,8,12,59.8986,6
50,300,정관협성르네상스타운,8,12,116.8112,9
24,300,정관동일스위트1차,8,12,59.8245,17
20,000,정관양우내안愛,8,12,59.8986,6
23,000,정관양우내안愛,8,13,59.8986,10
22,000,정관양우내안愛,8,14,59.9527,15
32,000,정관동일스위트1차,8,18,84.9899,9
24,100,정관동일스위트1차,8,19,59.8302,19
26,800,정관이진캐스빌2차,8,19,59.9268,6
35,000,정관신도시롯데캐슬,8,19,101.74,2
45,500,정관신도시한진해모로,8,19,123.4835,5
48,500,정관신도시한진해모로,8,19,135.6199,5
31,700,정관동일스위트1차,8,19,84.8734,4
30,500,정관동일스위트1차,8,22,84.8734,1
48,200,정관신도시한진해모로,8,22,123.4835,9
42,000,정관신도시한진해모로,8,22,122.9131,2
49,000,정관신도시한진해모로,8,22,135.6199,9
33,000,정관이진캐스빌2차,8,25,84.9026,7
39,500,정관신동아파밀리에,8,26,107.83,6
21,800,정관양우내안愛,8,30,59.9527,14
21,000,정관양우내안愛,8,31,59.9527,5
32,000,정관동일스위트1차,8,31,84.9899,17
52,000,e편한세상일광,8,1,84.9868,26
48,000,일광대성베르힐,8,7,84.5535,6
47,000,e편한세상일광,8,7,74.9791,6
53,000,일광자이푸르지오2단지,8,11,84.9677,10
73,000,일광신도시비스타동원1차,8,11,104.2061,11
46,000,일광대성베르힐,8,14,84.5535,7
52,000,일광자이푸르지오1단지,8,14,84.9062,5
31,000,이지더원1차오션포레,8,16,59.6231,2
48,750,일광자이푸르지오1단지,8,18,75.5544,18
47,500,일광대성베르힐,8,19,84.5535,18
49,500,일광자이푸르지오1단지,8,22,75.5544,9
49,500,일광자이푸르지오1단지,8,22,75.5544,9
31,700,이지더원1차오션포레,8,23,59.6231,11
47,000,e편한세상일광,8,24,74.9729,15
48,900,e편한세상일광,8,24,74.9729,27
34,500,이지더원1차오션포레,8,25,59.6231,22
34,500,이지더원1차오션포레,8,25,59.6231,22
47,500,e편한세상일광,8,26,74.9791,17
57,500,일광자이푸르지오2단지,8,29,84.9718,22
35,000,이지더원1차오션포레,8,30,59.6181,7
34,500,이지더원1차오션포레,8,31,59.6231,14
30,000,가화일광타워,8,12,59.8905,22
30,000,가화일광타워,8,12,59.8905,22
63,500,일광신도시비스타동원2차,8,17,96.1765,23
33,400,가화일광타워,8,21,59.8654,32
26,300,가화일광타워,8,22,59.8905,9
28,000,가화일광타워,8,29,59.8654,28
61,750,일광신도시비스타동원2차,8,29,96.1765,17
14,800,서린에코빌아파트,9,2,62.595,5
12,000,리츠빌,9,5,84.94,5
16,500,한신,9,7,59.85,6
6,000,동호그린빌라,9,8,50.54,5
13,800,원재아트빌,9,6,84.84,4
36,800,이진캐스빌블루2차,9,9,82.0761,15
19,200,부전타워,9,11,83.61,11
10,300,전원그린맨션B동,9,18,59.97,4
29,800,기장유림노르웨이숲,9,19,69.7411,5
45,000,이진캐스빌블루2차,9,19,82.0761,19
20,400,가화만사성,9,23,59.9869,10
22,900,기장유림노르웨이숲,9,25,53.0447,12
39,500,이진캐스빌블루1차,9,26,84.922,3
14,800,서부주공,9,11,46.2,8
23,500,서부주공,9,21,59.83,9
11,000,부강빌라가동,9,8,74.54,2
13,800,가화랜드빌5차,9,8,53.3253,5
9,000,수신,9,11,60.46,1
21,700,기장에코하임6차,9,13,72.7963,6
14,000,대라주공,9,15,39.72,1
21,000,동부산렉슬,9,18,76.32,14
13,000,황중베르빌,9,18,84.28,2
16,000,청강주공,9,2,42.48,3
24,500,우신네오빌,9,3,84.9888,15
14,600,청강주공,9,9,39.69,4
21,320,현대,9,19,59.95,4
43,000,동부산관광단지삼정그린코아더베스트,9,3,79.9755,4
36,000,동부산동원로얄듀크,9,9,84.74,7
49,000,동부산관광단지삼정그린코아더베스트,9,11,79.9755,7
43,000,동부산관광단지삼정그린코아더베스트,9,13,84.9887,13
47,000,동부산관광단지삼정그린코아더베스트,9,18,84.9887,5
47,000,동부산관광단지삼정그린코아더베스트,9,18,84.9887,5
19,000,가화만사성정관타운,9,5,59.9437,9
23,300,부산정관지구이지더원5차아파트,9,5,68.414,13
26,800,정관가화만사성더테라스1차,9,9,60.1758,3
28,700,정관2차동원로얄듀크,9,2,59.997,19
39,500,정관2차동원로얄듀크,9,23,84.9993,19
27,500,정관2차동원로얄듀크,9,25,59.997,15
36,800,정관2차동원로얄듀크,9,27,84.9993,8
19,800,정관센트럴파크,9,9,59.83,3
30,000,정관1차동원로얄듀크,9,9,79.6089,16
32,000,정관1차동원로얄듀크,9,9,79.6089,19
20,100,정관센트럴파크,9,11,59.81,6
21,500,정관1차동원로얄듀크,9,12,59.997,19
22,800,정관1차동원로얄듀크,9,13,59.997,19
24,000,정관1차동원로얄듀크,9,16,59.997,12
22,800,정관1차동원로얄듀크,9,26,59.997,15
23,200,동일스위트3차,9,1,65.9876,9
32,000,정관현진에버빌,9,2,84.981,9
18,600,이지더원,9,2,59.8832,7
26,500,동일스위트3차,9,2,75.5781,10
19,400,이지더원,9,2,59.8832,10
28,500,정관동일스위트2차,9,4,84.9882,9
28,500,정관동일스위트2차,9,4,84.9882,9
32,500,정관현진에버빌,9,4,84.981,14
32,000,이지더원3차,9,6,84.97,17
31,500,정관현진에버빌,9,6,84.981,4
24,000,이지더원3차,9,8,74.1653,7
23,500,동일스위트3차,9,9,65.9876,13
28,500,이지더원2차,9,9,84.9644,13
22,900,동일스위트3차,9,9,65.9876,6
25,000,이지더원3차,9,10,65.6536,3
20,700,정관동일스위트2차,9,11,59.9337,11
22,900,동일스위트3차,9,11,65.9876,7
34,500,정관현진에버빌,9,12,116.024,5
34,500,정관현진에버빌,9,12,116.024,5
35,000,동일스위트3차,9,12,100.7622,3
19,500,이지더원,9,12,59.8832,17
19,900,정관동일스위트2차,9,13,59.9856,14
25,000,이지더원,9,14,84.7808,6
36,800,동일스위트3차,9,16,100.7622,11
37,200,정관롯데캐슬2차,9,16,101.8124,12
35,000,정관롯데캐슬2차,9,18,101.8124,10
22,500,이지더원2차,9,19,59.9984,16
30,200,이지더원3차,9,19,84.97,5
29,500,동일스위트3차,9,19,84.9174,14
36,500,정관롯데캐슬2차,9,22,101.5883,4
26,300,정관동일스위트2차,9,23,78.5355,17
47,200,정관롯데캐슬2차,9,26,127.2641,9
34,800,정관롯데캐슬2차,9,26,101.5883,6
30,000,동일스위트3차,9,27,84.9174,9
41,750,이진캐스빌,9,2,84.9821,12
32,700,정관동일스위트1차,9,2,84.9971,9
29,500,정관동일스위트1차,9,2,84.9971,15
28,500,정관신도시롯데캐슬,9,4,84.85,10
42,500,이진캐스빌,9,5,84.9281,4
28,500,정관동일스위트1차,9,6,84.8734,20
50,000,정관협성르네상스타운,9,6,116.8112,13
28,000,정관신도시롯데캐슬,9,11,84.85,1
42,000,이진캐스빌,9,12,84.9281,9
19,300,정관양우내안愛,9,13,59.8986,1
49,000,정관신도시계룡리슈빌,9,13,112.6636,13
21,000,정관양우내안愛,9,16,59.8986,12
24,000,정관동일스위트1차,9,17,59.6502,8
39,000,정관신도시롯데캐슬,9,18,123.35,7
44,000,이진캐스빌,9,23,84.9281,13
21,800,정관양우내안愛,9,23,59.9527,10
36,000,정관이진캐스빌2차,9,23,84.9026,10
37,500,일광한신더휴센트럴포레1단지,9,3,59.8167,9
25,900,선우,9,5,80.79,12
52,500,e편한세상일광,9,7,84.9868,16
52,500,e편한세상일광,9,7,84.9868,16
56,000,일광자이푸르지오1단지,9,9,84.9849,14
46,000,e편한세상일광,9,13,74.9729,11
54,000,일광자이푸르지오2단지,9,15,84.9062,7
52,000,일광자이푸르지오2단지,9,16,75.5544,19
78,500,일광신도시비스타동원1차,9,16,104.2061,30
53,000,e편한세상일광,9,16,84.9868,18
63,500,일광신도시비스타동원1차,9,17,96.1765,25
45,700,일광대성베르힐,9,17,84.5535,5
55,000,일광한신더휴센트럴포레1단지,9,18,84.9371,23
45,400,일광대성베르힐,9,18,84.5535,14
45,000,일광대성베르힐,9,20,84.3874,18
36,100,이지더원1차오션포레,9,22,59.6231,11
47,000,e편한세상일광,9,23,74.9791,8
48,500,e편한세상일광,9,25,74.9791,25
55,000,e편한세상일광,9,25,84.9868,12
31,500,이지더원1차오션포레,9,25,59.6231,5
33,800,이지더원1차오션포레,9,26,59.6231,9
29,800,가화일광타워,9,2,59.8654,24
28,200,가화일광타워,9,11,59.8654,19
15,000,동부산쏠마레,9,13,49.5896,1
28,000,가화일광타워,9,14,59.8905,21
58,000,일광신도시비스타동원2차,9,15,96.1765,4
29,000,가화일광타워,9,18,59.8654,26
27,000,가화일광타워,9,26,59.8654,14
80,800,일광신도시비스타동원2차,9,27,104.206,16
